Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Households:," Households: Less than $10,000","Households: $10,000 to $14,999"," Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More"
6001451101,14000US06001451101,Census Tract 4511.01,"Census Tract 4511.01, Alameda County, California",ca,140,0,ACSSF,3039,6,1,451101,8692,6203,147,1,1465,138,368,370,2630,58,14,0,9,11,24,52,44,55,68,160,205,167,141,549,1073
6001451102,14000US06001451102,Census Tract 4511.02,"Census Tract 4511.02, Alameda County, California",ca,140,0,ACSSF,3040,6,1,451102,4003,3368,13,43,314,0,56,209,1359,22,14,0,0,0,9,21,0,18,25,71,89,126,115,241,608
6001451201,14000US06001451201,Census Tract 4512.01,"Census Tract 4512.01, Alameda County, California",ca,140,0,ACSSF,3041,6,1,451201,7695,5511,97,76,1151,0,241,619,2831,120,66,36,17,71,93,95,45,105,145,184,551,322,282,211,488
6001451202,14000US06001451202,Census Tract 4512.02,"Census Tract 4512.02, Alameda County, California",ca,140,0,ACSSF,3042,6,1,451202,5188,3674,41,15,808,20,182,448,1825,21,0,23,32,0,41,13,13,0,56,86,175,290,265,458,352
6001451300,14000US06001451300,Census Tract 4513,"Census Tract 4513, Alameda County, California",ca,140,0,ACSSF,3043,6,1,451300,6903,5189,95,12,644,18,277,668,2369,50,23,21,82,62,101,58,34,35,84,111,287,277,123,548,473
6001451401,14000US06001451401,Census Tract 4514.01,"Census Tract 4514.01, Alameda County, California",ca,140,0,ACSSF,3044,6,1,451401,6191,4367,337,20,890,0,245,332,2442,44,15,23,124,48,20,61,48,0,366,11,357,365,59,321,580
6001451403,14000US06001451403,Census Tract 4514.03,"Census Tract 4514.03, Alameda County, California",ca,140,0,ACSSF,3045,6,1,451403,2308,1758,36,0,206,0,147,161,783,23,13,0,11,32,24,7,6,0,17,89,95,83,70,102,211
6001451404,14000US06001451404,Census Tract 4514.04,"Census Tract 4514.04, Alameda County, California",ca,140,0,ACSSF,3046,6,1,451404,7094,4996,320,39,490,0,571,678,2222,29,41,22,13,81,42,63,137,35,280,181,412,398,85,282,121
6001451501,14000US06001451501,Census Tract 4515.01,"Census Tract 4515.01, Alameda County, California",ca,140,0,ACSSF,3047,6,1,451501,4693,3622,42,5,401,51,245,327,1733,58,87,78,63,33,20,41,0,10,54,127,112,117,208,278,447
6001451503,14000US06001451503,Census Tract 4515.03,"Census Tract 4515.03, Alameda County, California",ca,140,0,ACSSF,3048,6,1,451503,6182,4670,113,26,839,29,72,433,2244,74,16,41,80,0,15,104,12,46,167,57,155,155,310,554,458
6001451504,14000US06001451504,Census Tract 4515.04,"Census Tract 4515.04, Alameda County, California",ca,140,0,ACSSF,3049,6,1,451504,1709,1135,17,0,409,0,122,26,626,5,12,16,18,0,42,14,11,6,39,38,41,78,76,102,128
6001451505,14000US06001451505,Census Tract 4515.05,"Census Tract 4515.05, Alameda County, California",ca,140,0,ACSSF,3050,6,1,451505,3418,3012,33,21,263,0,0,89,1193,0,0,0,20,28,9,0,0,13,9,9,164,121,124,233,463
6001451506,14000US06001451506,Census Tract 4515.06,"Census Tract 4515.06, Alameda County, California",ca,140,0,ACSSF,3051,6,1,451506,3385,2514,200,0,243,82,240,106,1104,32,11,0,12,60,10,40,22,107,52,70,109,136,143,201,99
6001451601,14000US06001451601,Census Tract 4516.01,"Census Tract 4516.01, Alameda County, California",ca,140,0,ACSSF,3052,6,1,451601,5362,4587,9,0,481,24,146,115,1983,34,58,45,22,0,25,9,33,39,75,111,89,222,183,255,783
6001451602,14000US06001451602,Census Tract 4516.02,"Census Tract 4516.02, Alameda County, California",ca,140,0,ACSSF,3053,6,1,451602,6809,5646,136,10,447,19,148,403,2759,22,14,118,46,104,64,93,95,116,201,253,331,228,178,335,561
6001451701,14000US06001451701,Census Tract 4517.01,"Census Tract 4517.01, Alameda County, California",ca,140,0,ACSSF,3054,6,1,451701,3112,2619,34,5,172,28,22,232,1109,32,0,64,16,20,20,55,0,17,21,72,102,135,80,255,220
6001451703,14000US06001451703,Census Tract 4517.03,"Census Tract 4517.03, Alameda County, California",ca,140,0,ACSSF,3055,6,1,451703,4080,2956,0,13,692,0,74,345,1393,27,8,0,28,9,0,12,11,40,32,102,89,168,120,287,460
6001451704,14000US06001451704,Census Tract 4517.04,"Census Tract 4517.04, Alameda County, California",ca,140,0,ACSSF,3056,6,1,451704,4519,3806,17,21,375,60,28,212,1659,42,11,22,26,18,60,12,42,98,98,66,192,115,189,278,390
6001981900,14000US06001981900,Census Tract 9819,"Census Tract 9819, Alameda County, California",ca,140,0,ACSSF,3057,6,1,981900,58,58,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,12
6001982000,14000US06001982000,Census Tract 9820,"Census Tract 9820, Alameda County, California",ca,140,0,ACSSF,3058,6,1,982000,63,14,23,2,20,0,0,4,32,0,0,0,0,0,0,6,0,0,4,0,0,4,6,4,8
6001983200,14000US06001983200,Census Tract 9832,"Census Tract 9832, Alameda County, California",ca,140,0,ACSSF,3059,6,1,983200,583,341,53,9,138,3,19,20,340,4,4,0,3,0,0,0,8,0,14,9,44,16,20,89,129
6001990000,14000US06001990000,Census Tract 9900,"Census Tract 9900, Alameda County, California",ca,140,0,ACSSF,3060,6,1,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
